Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link_1,"-0,0199413257892108","-0,0326881010817097","-0,0539823305241484",0,0,0,"0,389835137136689","0,00015774241882171","-4,33075851251135E-05","6,02665925651826E-06","0,000512996561655938","-2,72377701348866E-06","0,000492177811827383",0,0,0,0,0,0,package://URDF_final/meshes/Link_1.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://URDF_final/meshes/Link_1.STL,,LINK_1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link_2,"0,0495702828045499","-1,71622438482899E-12","-0,0211645200627954",0,0,0,"0,0655866352340545","6,38196817028964E-06","1,01564332573474E-15","1,29724738063705E-16","0,000113847113994669","-8,70169042332567E-17","0,000116612059752427",0,0,0,0,0,0,package://URDF_final/meshes/Link_2.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://URDF_final/meshes/Link_2.STL,,LINK2-2,Origin_Joint_1_2,Axis_Joint_1_2,Joint_1_2,continuous,"0,029949","0,0017526",0,0,0,"0,53734",Link_1,0,0,-1,,,,,,,,,,,,
Link_3,"0,0681323965481278","2,99760216648792E-15","-0,0232121045572643",0,0,0,"0,020871872248541","1,03086571713126E-06","2,52521697400188E-20","-1,2081360240033E-20","2,75270107115966E-05","7,70719318768475E-22","2,84221546645072E-05",0,0,0,0,0,0,package://URDF_final/meshes/Link_3.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://URDF_final/meshes/Link_3.STL,,LINK3-1,Origin_Joint_2_3,Axis_Joint_2_3,Joint_2_3,continuous,"0,13",0,0,0,0,"2,0078",Link_2,0,0,-1,,,,,,,,,,,,
Link_4,"-0,0246615167632169","-0,000499829688404133","0,0276355679134506",0,0,0,"0,0660845351410077","4,10506606098931E-05","1,34672878617248E-07","-5,68057512578542E-09","6,47760548114758E-05","9,57998852789668E-10","3,21605531286784E-05",0,0,0,0,0,0,package://URDF_final/meshes/Link_4.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://URDF_final/meshes/Link_4.STL,,LINK4-1,Origin_Joint3_4,Axis_Joint3_4,Joint3_4,continuous,"0,14",0,0,0,0,"-2,2855",Link_3,0,0,-1,,,,,,,,,,,,
Link5,"-0,0810602801359899","-9,56942858287846E-13","-0,0211483179569884",0,0,0,"0,0650308643867626","6,37467432310732E-06","-5,75231297666946E-16","5,50791399470628E-17","0,000113839820147718","-4,21084525637092E-17","0,000116600795160695",0,0,0,0,0,0,package://URDF_final/meshes/Link5.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://URDF_final/meshes/Link5.STL,,LINK5-1,Origin_Joint4_5,Axis_Joint4_5,Joint4_5,continuous,"-0,14",0,"0,003",0,0,"1,8962",Link_4,0,0,-1,,,,,,,,,,,,
